text_object,containsMention_category,weekday_category
"rt weve partnered with title sponsor to create a special day for one lucky person tell us below why your…",1,4
"rt aquarius lol",1,4
"why would i have my baby out here looking like gambit",0,4
" ficou <u+fa>",1,4
"i never said it was",1,4
"rt mr nah might as well have played the roseanne theme song today",1,4
"inkiev it is unquestionably one of the greatest things ever filmed and brooks absolutely nails it both as actor and director",1,4
"“someone familiar with trump camps polls”",0,4
"rt xbox series x console giveaway rt + follow to enter <u+ff><u+ffc> will pick the winner in a couple days",1,4
"candy corn",1,4
"rt stop playing and come build a team with me and db",1,4
"patron saint of boobies <u+a><u+fef>",1,4
"i knew goin say something about this <u+f><u+f><u+f>",0,4
"that’s because they know women of color and black women don’t stand down unlike the black men that are falling lik…",0,4
"rt squirrel lil wayne just came out in support of trump heres malcolm x on why you should ignore these clown ass celebrities spouti…",1,4
"rt we will vote he will lose he will go",1,4
"i’ll say ion knw somebody in a heartbeat",0,4
"trump is making being a republican a fool",1,4
"rt a i love wizkid mannnn",1,4
"pollsters have factored in what wasnt factored in for the non college white t…",1,4
"signal seemed to improve as the broadcast went on for the first of the week on khz winb pa qth i…",1,4
"rt right we need help from twitter we would love a celebrity to name this gorgeous girl she needs a pretty <u+f> name and then s…",1,4
"rt whizboi no wonder you said its the best you ever made mature music damn <u+f><u+f><u+f><u+f> madeinlagos <u+f><u+f><u+f><u+f><u+f>",1,4
"clothing brand releasing tonight it’s a banger",0,4
"what’s it about?",1,4
"every other elected official responsible for not listening to your constituents waedu waleg …",1,4
"i knew once biden announced that tax plan everyone was gon finally show their asses <u+fd>",0,4
"rt could give a fuck about album units sold all i want niggas to knoe is my versatility that’s it really",1,4
"rt <u+fa> four player split screen <u+fa> fps option on next gen consoles <u+fa> star studded career <u+fa> photo mode livery editor <u+fa> online p…",1,4
"<u+dd><u+dea> <u+de><u+df><u+df><u+df> <u+df><u+d><u+df><u+df><u+def><u+df><u+d><u+df><u+dfc><u+dfb><u+df><u+d><u+dfa> <u+dfb><u+dee><u+dfa><u+df> <u+df><u+dee><u+df><u+df><u+df><u+dfb><u+df> <u+d><u+df><u+df><u+df> <u+d><u+df><u+d><u+df><u+d> <u+d><u+df><u+df><u+d><u+fe> <u+de><u+df><u+df><u+d><u+d><u+df><u+df><u+d> <u+df><u+dee><u+d><u+dfc><u+dff><u+df><u+d><u+df> <u+dfd><u+df><u+dee><u+df><u+df><u+d> <u+d><u+dfc> <u+df><u+d><u+df><u+df> <u+d><u+dfc><u+d> <u+dee> <u+d><u+df><u+dff><u+df><u+dee><u+df><u+><u+fb>",0,4
"yes i call my tummy tum tums",0,4
"so much cap",0,4
"good morning mare",1,4
"clap",0,4
"this woman hits the bail the head every single time",1,4
"rt that one scene in icredibles where edna mode had to babysit jack jack <u+><u+fef><u+> basically describes me baby sitting my sister’…",1,4
"ya girls on a muscle relaxer for my jaw and idk if im a fan but i gotta take this for more weeks whheeeeee",0,4
"keep running over me with your loving",0,4
"rt my administration has suspended the entry of refugees from terror compromised nations such as syria somalia and yemen…",1,4
"rt my response to the ehrc report and allegations of antisemitism against the labour party under i find t…",1,4
"rt everything you need to know before you watch themandalorian season two disneymagicmoments",1,4
"rt whoever tried to photoshop the picture and fabricate it i hope chanyeol sues you <u+fa>",1,4
"rt and all of the mp’s that voted for and justified that war in both parties have suffered no downside not even a mild ca…",1,4
"rt stomach would’ve dropped to my ass",1,4
"rt disturbance in eastern caribbean likely to become tropical depression zeta kills across southeast",1,4
"cause im a piece of shit",0,4
"im playing identity v fancy a game?",0,4
"let me in its frickin am",0,4
"rt usl league one final cancelled greenville named title winners",1,4
"rt mamas fan choice awards mamavote treasure",1,4
"there is no room if it looks and acts like one from what you said it…",1,4
"rt carat i vote for seventeen for worldwide fans choice mamavote hip hop team <u+fd><u+fe>",1,4
"rt my resignation from the intercept the same trends of repression censorship and ideological homogeneity plaguing the natio…",1,4
"rt they still need to be oxidized but here’s a couple of pendants that will be in tomorrow’s shop update <u+fa>",1,4
"war criminal sucks is not the october surprise i think some ppl think it is",0,4
"is this yet another bridgegate chris christie?",1,4
"what’s the move for halloween <u+fc><u+f>",0,4
"mamas fan choice awards mamavote blackpink",1,4
"rt both congress and the state department’s inspector general have been investigating pompeo and his wife f…",1,4
"i know wallee <u+fd>",1,4
"ofc not gen",1,4
"recycled wives",0,4
"de call?",1,4
"wow now can call biden a schill for putin",1,4
"awww i love you misha <u+fd><u+>",1,4
"rt just had a great meeting with besides what he’s done so far with criminal reform the platinum plan…",1,4
"rt max <u+f> sent <u+f> yoongi <u+f> his <u+f> baby’s <u+f> sonogram <u+f> and <u+f> yoongi <u+f> was <u+f> so <u+f> excited <u+f> for <u+f> him <u+f> and <u+f> he <u+f> said <u+f> he <u+f> is <u+f>…",1,4
"rt october turkey republic day<u+ff><u+ff><u+fa> taken character with horse picture red dead online edit i used photoshop cumhuriye…",1,4
"japan repent for war crimes",1,4
"rt ""its not just that youre a crook senator"" <u+f> from",1,4
"dorkknighti biggest thing is the emails don’t even really allude to anything withou…",1,4
"if you’d like to see all things will related from this interview contact",1,4
"if you know you know <u+fa>",0,4
"thank u <u+><u+fef>",1,4
"not shy not me eitzeeeeeee",0,4
"wait four hours omg i loooooove u",1,4
"rt starboy the greatest of all time madeinlagos too hot<u+f><u+fa><u+f>",1,4
"i ordered merch so i think they sent them to people whose address they had from that ",1,4
"why richard ramirez got a foot fetish in ahs",0,4
"rt our kids are our future leaders we need leaders who set a good example for them and invest in their education so they…",1,4
"dmca be like",1,4
"rt dresses up as destiny’s child for halloween <u+f>",1,4
"rt been having conversations with a lot of people about the election where they expressed a sentiment about trump that ""at le…",1,4
"rt social media is the last hope of the common man in nigeria since all arms of govt has failed we will never allow them ta…",1,4
"these comments lol",1,4
"the bid <u+f><u+f><u+f>",1,4
"rt husband toast you know thisd isnt how it is",1,4
"four morewe getting real close im so excited love u so much",1,4
"twt putting this on your tl d",1,4
"rt stop talking to someone only when you need something",1,4
"thegreat life …",1,4
"the real debate is how ‘least worst’ got a grammatical foothold and what we do about it",0,4
"well when you have folk die because of an incompetent leader who actively undermines the hea…",1,4
"just because it didn’t last forever doesn’t mean it wasn’t worth your while",0,4
"rt lincoln voters in ohio <u+ff><u+d><u+><u+fef> demand your governor secretary of state and attorney general to ensure every vote is cou…",1,4
"rt who knew souls could be sold at such a reasonable price?",1,4
"leen someone’s channeling lol",1,4
"rt judge emmett sullivan issues order rescinding all postmaster general louis dejoy’s policies designed to slow mail deli…",1,4
"rt tell me how you reform this",1,4
"rt my fear is that is just too far and typically most of you guys will forgive and forget these monsters",1,4
"ahem how many likes can i get? &gt",0,4
"rt <u+f> lol had high hopes for this one ngl",1,4
"ahhh thank u i rly do hope u enjoy them",1,4
"i love ashton so much man he cares about us all so dearly and it just makes me burst with love<u+fa>",0,4
"rt i vote izone for worldwide fans choice mamavote izone",1,4
"are u really tired or do u just sleep to avoid reality",0,4
"same thing <u+f><u+f><u+f>",1,4
"might want to wait until trumps out of office awhile before writing something like thi…",1,4
"rt lista free to rt my business concrete surf company first ever hand made complete longboard follow my ig and business page for m…",1,4
"ever since i dated you i cant get over you literally i’m always thinking about or overthinking but this time i do…",0,4
"enjoy our friends pounded by counter intelligence on or…",1,4
"good luck",1,4
"rt i vote exo <u+cd><u+cc> for worldwide fans choice mamavote exo",1,4
"i vote for seventeen for worldwide fans choice mamavote ",1,4
"good morning",0,4
"national museum of the royal navy save and preserve hms bristol for future generations sign the petition…",0,4
"<u+b><u+fef>if you want to know more about why the super shot is staying and why it came in the first place have a listen…",0,4
"rt david perdue isn’t just a crook –– he’s a coward too end his career for good",1,4
"not wayne <u+f><u+ffd><u+d><u+><u+fef>",0,4
"one of the only things i miss about the skirt is the sweet tea",1,4
"i need a everything like me",0,4
"so use whatever you feel comfortable with talk to people who use different labels look into aspec mi…",1,4
"bb spoke in between when pavitra and ejaz were not coming to a decision as well bigg bos…",1,4
"mine was freezing <u+fd><u+fd><u+fd>",0,4
"rt well shitwhat’s a coon to a goblin?",1,4
"hello?",0,4
"rt nazis love trump",1,4
"nice outfit and nice earrings on your ears and nice ponytail and nice red lips on around the horn today sarah spain",1,4
"rt well i wonder what stores bidenriots will hit tonight <u+f><u+f><u+f><u+f><u+f> blmantifaterroriststhugs supporters",1,4
"joe biden is not fit for office",1,4
"as the actual and official imperator of the hermetic order of the golden dawn communist i want every practicing o…",0,4
"rt madeinlagos by tonight pm <u+f>",1,4
"rt in loving memory and respect<u+ff><u+ffe>",1,4
"rt i’m sorry i can’t be her",1,4
"its funny how the maga right uses all of the same oversimplified misleading arguments the left use about the iraq…",0,4
"rt salam maulidur rasul everyone lets take a moment to remember the birth of our beloved prophet muhammad saw dont forget t…",1,4
"mamas fan choice awards mamavote blackpink",1,4
"no hate at all to w@@ but why are they already getting invited to so many award shows yet eg is over a year and…",1,4
"i love the dark <u+f>",0,4
"rt remember the election is a job interview wouldyouhiretrump vote",1,4
"excitedddd",1,4
"rt it’s completely bonkers that we’re doing this when most brits don’t want to",1,4
"rt he’s still leaning three incomes not enough? probably gets someone to ‘drive’ him around as well former us ambassador hock…",1,4
"fuck me ben bradley is an absolute toss pot isn’t he",0,4
"finally wizkid has finalized his stay in cognac music smooth groovy vibey and classy — hennessy rhythm",0,4
"rt my heart <u+>",1,4
"clarify <u+c><u+fef>",0,4
"rt king<u+fe> members bighit go stream moa lets give our boys the first win today i vote for members bigh…",1,4
"happy birthday",1,4
"rt bad romance is actually so underrated within the fanbase truly an immortal song",1,4
"is a sellout",1,4
"i literally don’t understand what is happening i don’t know what i said that was so…",1,4
" i just want my power to come back on <u+fd>",0,4
"true lagos vibes sonorous soothing solemn rich elite and all about love typical machala <u+fc><u+ffe> madeinlagos <u+f><u+f><u+f>",0,4
"rt this is a prime example of the ignorance and delusion embedded within trump supporters once they realized she was talki…",1,4
"it’s not always true ",1,4
"rt lmfaooooooooooo its raining and im listening to no stress scrimmmmmm",1,4
"mine is “don’t look at me like that your expectations are too high” and i’ve never felt more called out",1,4
"rt gbw according to bto garden birdwatch data tree sparrows tend to be seen in around four percent of gardens at this time of year…",1,4
"yeah i play zelda for the plot <u+fe> botw breathofthewild zeldabreathofthewild nintendo zelda",0,4
"rt years ago today twice released their first full length album twicetagram as well as the music video for the title…",1,4
"siskind if you want to know who rules over you just look for who you are not allowed to criticize voltaire",1,4
"mood",0,4
"rt day i vote ateez for worldwide fans’ choice mamavote",1,4
"the concept of not being able to use the bathroom when you want to in high school is so ass",0,4
"why is money always the solution we need alternatives",0,4
"rt it’s always the hair for me<u+fc>",1,4
"you sick for even saying that <u+f>",1,4
"the way the press were shouting at everyone i dont blame him for not doing those stupid press sessions",1,4
"supernatural time spnfamilyforever spn winchestersforever castielforever spn",1,4
"rt wilbur ross served on the board of a chinese joint venture until this means that while helping run the trade wa…",1,4
"rt failed rino former governor rick snyder of michigan was a disaster with respect to the flint water catastrophe and a…",1,4
" and together but ep is my fave even though ep is he…",1,4
"rt the design for the came out so fireee boy coming full force just powering up in the meantime",1,4
"rt this is awesome welcome to the party",1,4
"rt j what ll you call this if not straight banger sweet one by wizkid madeinlagos",1,4
"rt live more complain less more smiles less stress less hate more blessed",1,4
"how interesting i didnt know levis made underwear yes i loved calvin and hobbes i have a…",1,4
"astroad starlight si i vote for astro as the best male group ekpbestmalegroupastro i vote <u+cc><u+cc> jinjin…",0,4
"rt i invite you to come and see “superbloom a live concert film” i bought every single one of you a ticket superbloomfilm…",1,4
"rt will be on on msnbc tonight at abt to discuss our story today abt turkish president erdoga…",1,4
"husband congratulations dude you really deserve it <u+fa> hope you have a great day",1,4
"god is a woman and internazionali",0,4
"<u+d> <u+db><u+de><u+da><u+df><u+de> <u+db><u+de><u+df><u+d><u+db><u+de> <u+d> <u+dc><u+da><u+d><u+d> <u+dd><u+d><u+de> <u+d><u+d><u+d><u+d><u+dc><u+de> <u+d> <u+d><u+de><u+dd> <u+d><u+d><u+d><u+da> <u+df><u+d><u+d><u+dd> <u+d><u+de><u+dd> <u+da><u+de><u+da> <u+de> <u+de><u+dd> calls her mom a <u+dc><u+da> <u+dd><u+da><u+da><u+df><u+d><u+d> <u+d><u+de><u+dc><u+dc> <u+dc><u+da><u+d><u+de> <u+dd><u+d> <u+dd><u+d><u+de> <u+d><u+d><u+de><u+dc><u+de>…",0,4
"oh pls hang it <u+f>",1,4
"rt jungkook recognizing cameron phillip this man is elbow deep into army twitter yall",1,4
"yes she is as you can see",1,4
"why tf do y’all correlate how many followers people got to them being a bitch or being cool? it’s just some damn fo…",0,4
"what if everyone who thinks you’re a bald dumbass and a loser are all conspiring to harass you online? str…",1,4
"rt the huff sisters hpe and huffphysed deliver the goods in this podcast as they share several success stories on ho…",1,4
"rt tw suicide hi there’s this girl @ befourhbit that is trying to commit so if u guys could go and try to help it wo…",1,4
"morning ",1,4
"alas smith and jones",1,4
"rt mama’s fan choice awards mamavote treasure",1,4
"true love has been added to the sex playlist yup madeinlagos",0,4
"rt i talked to several texas college students this week who said they and their friends planned to drive + hours each way to vo…",1,4
"<u+f><u+f><u+f><u+f> love how you look to the sidelines to get input from pence best thing about this living nightmar…",1,4
"praise be to god",1,4
"sorry but monster <u+f><u+fc><u+ffb>",0,4
"i think that he has those attributes could rivers be a winger?",1,4
"rt shownu hitman minhyuk american psycho kihyun the silence of the lambs hyungwon fight club jooheon joker changkyun …",1,4
"rt n asif hussain the national wushu coach who led the contingent which went up to rake in medals in the sport at…",1,4
"ain’t no christmas decorations going up in my house until nov th",0,4
"rt i’m ur other mother silly <u+ff><u+fa>",1,4
"i just don’t have a car to take myself <u+f>still car shopping for a new whip",1,4
"rt the hunger games+the walking dead skylar must use her archery skills to protect a group of kids she has taken under her…",1,4
"why not?",1,4
"just look at my boy so inspirational",1,4
"request fridaylivestream",1,4
"rt twitter suspended the chief of customs and border patrol because he tweeted about a new section of the wall being bu…",1,4
"rt sellers who wants to explain “beat it like a cop”? i need to keep my job",1,4
"rt fun fact until today literally nobody ever thought “i expected better from lil wayne”",1,4
"rt rt if you’ve never had an abortion but support a woman’s choice to have an abortion",1,4
"rt ain’t ohio where we saw that notorious video this summer of the community finding a house that was traffickin…",1,4
"truly you just want to in the face",1,4
"whats your budget",1,4
"sister i dedicate wizkid ginger for you ds night <u+><u+f>",1,4
"rt days let’s bring this home",1,4
"rt as a virgo i feel i always tear myself apart when i don’t meet my own expectations if i make a mistake i ruminate abou…",1,4
"ok lol",1,4
"rt yams and mac <u+f>",1,4
"rt we have more day left for early voting if you don’t go today or tomorrow y’all better show out on nov rd go vote…",1,4
"rt the way stray kids did so much better in charts sales etc than some of the groups nominated this year and still not being no…",1,4
"tw gore goretober day rabid",0,4
"here you go again keep on using the word socialism but you don’t know the real meaning",1,4
"sistah they have been incompetent from the beginning",1,4
"rt i am assuming that will be the end of speaking out against the rancid apartheid israeli…",1,4
"rt ray lisa …",1,4
"rt yeah you heard it right namjoon is one of the best rappers in the industry twt rm",1,4
"rt i’m in tears cause this how y’all sound forreal <u+fd>",1,4
"glr dois <u+fc>",1,4
"rt hey all were gonna be doing a giveaway for a signed box containing the youtooz figurine of your choosing rt and follo…",1,4
"rt if wizkid performs this album at a concert hope say bed go dey under stage cause tinz go happen <u+fd>",1,4
"lm “lucky” you people are delusional",1,4
"rt genetic diseases are eradicated and to preserve a clean gene pool natural conception is outlawed kiara desais radical p…",1,4
"nice wrap lol",0,4
"rt check out latvia vintage jewelry balticamber amber gem cabochon pendant charm g via…",1,4
"night all bedtime",0,4
"rt goodnight to this video only &lt",1,4
"rt [mama] best dance performance solo nominee l hwasa <u+d><u+cac> maria <u+bc><u+bac><u+c> gate to new topia mama sun …",1,4
"rt heres the article that i wrote about joe bidens conduct in ukraine and china based on hunters emails and other witness te…",1,4
"rt in super mario galaxy after performing a homing ground pound spin then ground pound marios blinking animation wil…",1,4
"omg when will americans learn the difference between social medicare and communi…",1,4
"so much i cant tweet about but ill just say my god today",0,4
"dex lol ah",1,4
" yes virgin may i help you",1,4
"if its not a biden landslide i would say america has a real problem we cant have that many gullible americans",1,4
"almost done <u+f>",0,4
"nd ld s koreas industrial output rises pct in september",0,4
"rob not going to that website let them enjoy their little circle jerk",1,4
"rt see man they know a clown when they recruit one",1,4
"ca just needs four legs id say doesnt it?",1,4
"rt pbatuloyanglaban kiefer ravena on nailing dagger vs dad bong thanks for the belated gift &gt&gt",1,4
"rt a lot of rappers are essentially conservatives wealthy and or opposed to high taxes misogynistic homophobic etc is it a s…",1,4
"thank u for everything u are such an inspirational person for me <u+fa><u+fa>",1,4
"rt day a warrior i choose eowyn because she’s my role model since i was a tiny human and i love her that’s it <u+> tolki…",1,4
"amem",0,4
"stay lifted <u+><u+fef><u+f> stay grounded <u+ff><u+f> available now very limited quantities <u+><u+><u+>",0,4
"rt days of + covid cases early july we were under new cases a day thats how quickly its spiraled out of…",1,4
"thanks <u+ff><u+ffe> chef",1,4
"rt lifestoryofnabimuhammad hazrat muhammad never ate meat the teachings to eat meat is of kaal not of allah kabir htt…",1,4
"no you<u+f>",1,4
"faxxx no or umm facts <u+f>",1,4
"i miss my son day ",0,4
"the last point clearly called for less whippersnapping",1,4
"scalping trading signal new oct gmt ccy audusd type limitbuy lot entry stop exit ",0,4
"lol % of african americans are voting for biden and % for trump",1,4
"it just slipped you couldn’t stand me <u+f>",0,4
"boujieu i’m ready",1,4
"came here for this",1,4
"rt still thinking how are they dare to not include red velvet in best vocal perf nom mama’s fan choice awards mamavote r…",1,4
"rt remember the election is a job interview wouldyouhiretrump vote",1,4
"rt weezy f baby and the f is for fiscal conservativsm",1,4
"really would be enough?",1,4
"if you’re wanting another lockdown you will guarantee a third wave",0,4
"love ithappy halloween",1,4
"rt wonder why the united states has now exceeded million coronavirus cases? because and jared kushner think th…",1,4
"rt @yunggriselda can’t have up on me iam the one up <u+><u+fe>",1,4
"will fb all patriots that support our badassinchief",1,4
"rt i know so many people in philly i love philly these rioters are not “protesters” they are marxists wake up backtheblue",1,4
"rt q what is the rule of your island? <u+f> you can relax here as long as you dont harm animals why is he so soft <u+fd><u+fd> twt h…",1,4
"rt my gosh",1,4
"cute a in geophysics omo i salute",1,4
" bruh go ahead and get that valorant ready and downloaded",1,4
"rt if biden wins he will lockdown america and bankrupt this country",1,4
"…",1,4
"wdym i’m not gay i’m the hetero",1,4
"thank you for your patriotic service",0,4
"mama’s fan choice awards mamavote treasure",1,4
"indo io how will the smartcredit become an intermediary for users who want to borrow crypt…",1,4
"tssk i can’t even be mad i’m just so disappointed at this point but this the same man who had no comments on blm mo…",0,4
"nibbas with no money always hatin",1,4
"a hug",1,4
"rt ewok day end game is to create a fun mobile experience preferably a game but i’ll learn how to make apps first and get f…",1,4
"rt our last episode in october our last episode before the month of the series finale oof supernatural",1,4
"rt jmk this album = vibes and sex mil",1,4
"my thoughts precisely",0,4
"delena however long it takes",1,4
"rt xbox series x console giveaway rt + follow to enter <u+ff><u+ffc> will pick the winner in a couple days",1,4
"rt tonight be like christmas <u+f><u+f><u+f> tonight means a lot for plenty of us haha but i no go cry <u+fd> <u+f><u+f><u+f>",1,4
"immune what does that say about any possible vaccine and its effectiveness??",1,4
"mood and i ain’t even a smoker",0,4
"rt thank you <u+f><u+><u+fef><u+f>",1,4
"miss them",0,4
"yeah companies will pass that cost on to consumers which will make a big m…",1,4
"abrams i guess if i truly thought corbyn was the only way to stop children from starving i’d…",1,4
"rt from et on to et on we published covid related health alerts for <u+a><u+fef>chile <u+a><u+fef>france <u+a><u+fef>pakistan sea…",1,4
"there are two types of people",0,4
"not just any tiger an endangered white tiger",1,4
"rt hoodhealer a force a woman of god she is all and all is in her <u+fb> <u+ff><u+ffd><u+faa><u+ffd> you are appreciated thank you for being…",1,4
"rt this is absolutely brilliant from ",1,4
"fake malabia",1,4
"ill be here but itll be concentrating on my business more than politics",1,4
"rt for pinks now vote",1,4
"i mean yeah i know we are literally talking on the comments of a tweet of me saying that <u+f>",1,4
"singing true love to someone’s dawta <u+fa>",0,4
"hear me out ""what if?""",1,4
"rt trump keeps refugee families fleeing persecution out of the us but welcomed a saudi pilot on to a us military base where he…",1,4
"rt ""you sang my song"" with bts is here watch bighit react to fan covers <u+fd>",1,4
"girl same",1,4
"rt that day on the wall crowley learned what it’s like to feel love and minutes later also lust",1,4
"now you know yo ass gone be struggling just like me",0,4
"rt seconds of silence but i added random discord notification messages",1,4
"because they are not men ",1,4
"rt your fave island locals <u+f><u+> animalcrossing acnh",1,4
"rt is money as he beats the buzzer with the trey <u+fa><u+f> daysmagicmoment",1,4
"rt because this movie will start filming this december do not forget to follow let the world know i love you kd…",1,4
"i thought it was elaine dancing on seinfeld",1,4
"some here sometimes it comes out good and other times well i just toss the whole thing",1,4
"rt breaking senator perdue just cancelled our final debate at last nights debate millions saw that perdue had no answers when…",1,4
"remember this? i do",0,4
"rt “dem ina ina ina ina ina ina i know say dem go pray on my downfall i’m still a winner winner winner ” <u+f> ma…",1,4
"rt lisa is the second most popular mentor of only behind the first place by a few points <u+bac><u+cac> lisa",1,4
"like swan swan swan",0,4
"so gorgeous",1,4
"rt madeinlagos the new album by arrives on tidal <u+ff><u+fec> listen",1,4
" every single day somehow",1,4
"rt twice and m countdown ""i cant stop me"" on youtube <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,4
"weightloss most times b",1,4
"rt my administration has suspended the entry of refugees from terror compromised nations such as syria somalia and yemen…",1,4
"wasn’t a love letter to you his last album",1,4
"rt a timeline of jeremy corbyn’s key interventions and public statements about tackling antisemitism",1,4
"lmaoo delete twitter rn for me lolllll <u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f>",1,4
"mushk what? why?",1,4
"rt thoughts on cusswords",1,4
"rt my hood is not listening to lil wayne anymore",1,4
"rt wayne creates a song talking about the then presidents treatment of black folks over hurricane katruna titled georgia…",1,4
"this state has clearly shown from top down that equity in education in our state fape idea laws mean nothing it…",0,4
"true tho",0,4
"rt did he stutter????",1,4
"rt the power us daca recipients would have is we could vote <u+f>",1,4
"clinically insane would be my interpretation of that rant",1,4
"i love man",0,4
"jazziest stan green day tbh",1,4
"i wish it was true",1,4
"why? lol man y’all are crazy for getting mad over a niggas political opinion smh",1,4
"rt digital nomads can now work remotely in the cayman islands for up to years the catch? you have to make at least $ a yea…",1,4
"rt a kitchen based on netflix animations hilda this shows backgrounds were the push i needed to start pursuing backgrou…",1,4
"it never ends??? survivalhorror",0,4
"thats the way it should be handled you must be ""pro white"" and opposed to so called ""white genocide""",0,4
"rt @emlol ""i always was a lil wayne fan""",1,4
"rt mdzs ships characters as ""things ive learned about heterosexual female desire from decades of reading"" a thread the essay…",1,4
"rt vote whos best fandom band ? onedirecrion bts fifthharmony",1,4
"rt failed rino former governor rick snyder of michigan was a disaster with respect to the flint water catastrophe and a…",1,4
"rt things i learned today tsar nicholas ii was super duper ripped",1,4
"rt my administration has suspended the entry of refugees from terror compromised nations such as syria somalia and yemen…",1,4
"you don’t need a big refund lower income taxes paid it’s not like the government pays interest on your money",1,4
"trust me what you already have is good enough get to work",0,4
"rt stat survey would you agree that insulin a medication necessary for life should be free for those suffering from diabetes?",1,4
"rt check cdc data mmr vaccine coverage in california was consistently high during h…",1,4
"rt @hyphywifey just in case anybody need to see this today lmao",1,4
"night in the woods music maybe?",1,4
"rt my goat vs y’all goat",1,4
"starting tomorrow anyone registered to vote in orange county can cast their ballot at the honda center through ele…",0,4
"rt im voting for exo for favorite social artist at the amas",1,4
"fico full ",1,4
"four hours till your best album how you feeling?",1,4
" u too nial <u+fda><u+d><u+><u+fef>",1,4
"rt <u+fa>precious cargo <u+fa> the child palette $ each is still available get it before it sells out <u+> <u+f>",1,4
"rt cutting ties with toxic people is a must",1,4
"god give me strength",1,4
"didn’t ask g",1,4
"rt aquarius’s just have a natural vibe",1,4
"this album got me moving some type of way",0,4
"rt demographic trends suggest texas will one day turn democratic and university of houston junior maya camacho voted early to tr…",1,4
"rt trump asked why the biden corruption story wasnt trending rt this if youre wondering the same …",1,4
"rt a fake ""intelligence"" document about hunter biden that was later disseminated by close associates of president donald…",1,4
"no problem at all mate i wish twitter has a way to communicate the tone of the words n…",1,4
"fr be crazy bout my big black ass",0,4
"i just listened to changes it’s so beautiful",0,4
"obvs this isn’t about my mum just to clarify she’s like my best friend like my number person in the world <u+f> my…",0,4
"rt donald trump is a racist vote him out",1,4
"the gay impulse to hookup w all my friends is tricky and i must tread with caution",1,4
"rt jumping on the bed",1,4
"i want some tooled leather hey dudes ",0,4
"madeinlagos <u+fb> x rain <u+f> x gelato loud <u+fa>",0,4
"which people bro? i be celibate",1,4
"rt do we all remember when jennie formby disclosed that margaret hodge made complaints concerning individuals of whom…",1,4
"rt doing more monkey research stumbled across this absolute legend",1,4
"fut broooo memories we should of enjoyed fifa more tbh all those content and sbc were just an amzing year for content",1,4
"you should watch it its pretty good i cried haha",1,4
"rt hosting our virtual employee townhall to keep hospital staff informed during the pandemic westpalmbeachva covid corona…",1,4
"y’all clearly forgot",0,4
"rt fade how many presidents have killed americans on their watch b c they are in denial ? one",1,4
"rt i vote ateez for worldwide fans choice at mama mamavote ateez",1,4
"he knows he wont be held accountable",1,4
"notime ballin it’s me now join",1,4
"rt i invite you to come and see “superbloom a live concert film” i bought every single one of you a ticket superbloomfilm…",1,4
"rt trump is getting all the rappers on board these rappers do have the ear of the streets dont get it twisted they can move…",1,4
"just listed by kimberly a mcgrath in auburn ma alpine trl please retweet",0,4
"rt mama’s fan choice awards mamavote treasure",1,4
"a karjon short serye",0,4
"yep i just moved back home to kentucky a red state i miss texas but i had to go vote trump",1,4
"andy beyond thunderdome isnt a bad flick i could never get into mad max though the quick summary…",1,4
" artist of the year twice song of the year more and more worldwide fans choice twice be…",1,4
"national express what a tune",1,4
"irs so cyet",1,4
"come over to my house and i will make working out my ass your favorite",1,4
"jesus says stan bastarz",1,4
"god bless you oh",0,4
"rt how sick can you be to go to a maga superspreader rally in the middle of a global pandemic on a thursday weekday in tam…",1,4
"rt diana ross dropped off a gem here <u+fe>",1,4
"rt pacer is out",1,4
"awesome today was is my birthday i would’ve loved to help someone but i’m broke",1,4
"rt hey why are we just finding out just days before an election that the biden family has been under criminal investiga…",1,4
"rt “he assured me we will get it done” my god how dumb are you",1,4
"rt rightwing skank laura ingraham ridiculed for complaining about aoc’s vanity fair cover ‘jealous much?’ – raw story",1,4
"i hope that this can be resolved i posted an earlier tweet about my brother we often talk about berea…",1,4
"need it asap",1,4
"rt i think it is time to start teaching kids to embrace their desires to work with their hands not every kid needs to go t…",1,4
"rt <u+><u+f><u+f> my first washi tape collection is up on my shop now <u+b><u+fef>",1,4
"my brain is dead",0,4
"rt every body wiz put on this project came prepared for him they know baba na werey’ they all follow him drag am and i love th…",1,4
"rt claire she’s fantastic",1,4
"need this on a t shirt",1,4
"pwr mydudes congratulations <u+fc><u+fc>",1,4
"gray wolves no longer protected by endangered species act this is said to be a celebratory act since the wolves ar…",0,4
"the tale of the nine tailed is so fucking good i am so excited for the next episode",0,4
"so pretty queen<u+ff><u+ff>",1,4
"rt you know the tomyam good when you take the first sip and it gives you an asthma attack",1,4
"how to get famous on twitter",1,4
"so i knew it was goin be a long day",0,4
"if the rumors are true and u kill off kamilla i will not be happy <u+><u+fef>",1,4
"rt dear world two of the biggest lies every told trickledown economics works and that conservatives are fiscally responsibl…",1,4
"the responses im getting amount to ""everyone knows different states have different election laws"" but were talki…",0,4
"rt missing blond curly haired chan",1,4
"it’s going to be ugly and many months and who knows ",1,4
"rt football out here to compete<u+c><u+fef><u+f> purplereign x bowdown",1,4
"rt mama’s fan choice awards mamavote treasure",1,4
"rt disagreement is fine disrespect is not distance is fine disloyalty is not",1,4
"rt pareto? ive never heard of her",1,4
