text_object,containsMention_category,weekday_category
"brooklyn nine nine for now<u+f>",0,2
"lmao we are so annoying",0,2
"semi popular opinion the j is a very gorgeous aircraft",0,2
"rt make your voice heard",1,2
"rt cant someone tell him",1,2
"dev i mean true nunca ouvi carvalhesa mas im down to listen to it i guess",1,2
"""the pandemic rapidly sped up a trend in livestreams but the early success of trip group and alibaba groups fligg…",0,2
"my oh my <u+fa><u+fa><u+fa>",0,2
"rt locked and loaded",1,2
"rt i dont think all taekookers are bad obviously but some of them are just <u+f>",1,2
"ot ofc",0,2
"rt mate joey bern …",1,2
"rt this is why medicine is going into the toilet fnp takes a liposuction course provided by two ob gyns specializing in co…",1,2
"rt i dont give a damn about your shallow defenses of trump this ad captures whats happened to too many americans becau…",1,2
"rt making fun of not having a college education while wooing voters who don’t have a college education to own the libs",1,2
"rt lejoi photographer alright show me something sexy me",1,2
"im leaving nothing to chance at all",1,2
"rt donate if you can",1,2
"rt who is this racist?",1,2
"my family want me to thank for giving me the idea of making chicken parmesan for dinner tonight i made so…",1,2
"rt <u+fa> [sbjustin] the eve butterfly freestyle backstroke langoy palaka langoy aso… full vid link",1,2
"he destroyed your ass you old hater thank goodness you acknowledge him now idk who’s going to wri…",1,2
"rt y’all be on here lying unprovoked",1,2
"rt you gotta show me i hear the same shit all the time",1,2
"hhahahahaha did all this for dinner to be cancelled <u+><u+fef> never get dressed up for anyone ever <u+fe>",0,2
"but they changed the @",1,2
"rt ptg [<u+ffa>] pentagon dishes hot takes on their own music <u+b><u+fef> daisy pentagondaisy …",1,2
"rt enam im voting for exo for favorite social artist at the amas",1,2
"is your husband one of them? <u+f>",1,2
"ill post it here too what info from battery day is not covered by patents and can be used by other manufacturers?",1,2
"none of it matters to me",0,2
"rt commando code name snake eyes version from with timber",1,2
"unleash the master spark jpzbot",0,2
"rt michigan everybody vote asap do it before november rd",1,2
"you wanna join me?",0,2
"rt any finger that retweets this will receive good news tomorrow <u+fa>",1,2
"yeah that’s tacky as fuck…",1,2
"imagine being this rich wow",0,2
"pagiiii btw can u help me? cek pinned mmm is coming mmmtreasure <u+db><u+b><u+c> rookie of t…",1,2
"rt breaking pennsylvania democrat governor wolf calls philadelphia riots a peaceful protest police officers were ho…",1,2
"rt it’s the little things shout out to our admin for this thoughtful friday gift <u+fe><u+f><u+fb> plattmym …",1,2
"i am her screaming <u+f>",0,2
"me neither",1,2
"rt announcing our first lafayette trail marker in vermont general lafayette stayed at smith’s hotel in royalton on his w…",1,2
"rt whatever it takes",1,2
"aww thank you you too",1,2
"rt quick everyone act scared",1,2
"father",1,2
"easy wash the lens with some dawn dish soap",0,2
"rt he put in the work respect my goat",1,2
"rt lovesick girls deserved what hylt had",1,2
"rt cw body horror am",1,2
"rt sokratis papastathopoulos contains no letters from the bottom row of the keyboard",1,2
"rt ofchefs <u+fa>partnership announcement<u+fa> we are excited to announce a partnership with the chefs table will be rec…",1,2
"rt “we’re building cars again” in michigan trump declares though they had not stopped building cars in michigan",1,2
"rt deutsche bank still wasnt done with trump in chicago in it lent him another $m that loan was repaid by may …",1,2
"ok? grow up then???",1,2
"rt i suspect many of the daily new infections are not self isolating and noone is checking on them or ensuring they are…",1,2
"ive got and a bug out bag full of prepping items but i dont want to run",1,2
"he had a lil attitude <u+f> he’s really sweet tho <u+fd><u+f>",1,2
"rt “siri can i please have the directions to indianapolis motor speedway” <u+ff><u+f><u+faa><u+ffb><u+fce>",1,2
"modern family idk",0,2
"rt this adulting shit is wild bro",1,2
"fuckin a",1,2
"rt just some reminders <u+><u+fef>",1,2
"rt heard we got a new supreme court justice who has never tried a case",1,2
"this wtf i was saying unc<u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f>",0,2
"rt <u+fd>enhypen debut album giveaway ~ww~ rules <u+aa>must be following <u+aa>rt and like <u+aa>reply members roty <u+aa>interact wi…",1,2
"rt blakebrewer kejuan had a great day at combine stood out among some very good players from the triad area",1,2
"jonathan deckter ready to hurt anyone who harms hero and for that i am soft",0,2
"i’m sorry chuck too many do",1,2
"sorry for your loss bro <u+ff><u+ffe>",1,2
"rt if you don’t believe in yourself you’re not gonna succeed simple as that",1,2
"gm my avy have a great day ahead smile a lot ilysm &lt ",1,2
"just posted a photo @ darryl braswell llc signature real estate group nvre ",1,2
"rt a lot",1,2
"calm it lad",1,2
"maybe we should engrave it on a plaque and send it to her",1,2
"rt mes sm entertainment says aespa karina yoo jimin is an all rounder skilled in rap dance and vocals h…",1,2
"rt special thanks to technology champion sponsor we greatly appreciate your support and look forward to having…",1,2
"rt any finger that retweets this will receive good news this week",1,2
"lukas lmao was it kel? saimileena?",1,2
"one of our ssec admins is live freeing the androids of detroit stop by and support his cause",0,2
"rt blm has raised over one billion dollars in the seven years since it was created where is that money? joebiden",1,2
"rt @niyyy idc who stop talking to me because what do you do for me? <u+f>",1,2
"naughty list is coming naughty list is coming",0,2
"rt whistleblower tony bobulinski on tucker carlson tonight ready to tell the truth to america about the laptopfromhell — an…",1,2
"song of the day the load see pinned tweet by the band when does operation backfire…",0,2
"we discuss more about livestreaming on twitch the evolution of traditional media vs t…",0,2
"im finally eating again and i’ve never been so proud of myself <u+><u+fef>",0,2
"rt pence while joe biden and kamala harris refuse to tell the american people whether they’re going to pack the court last night un…",1,2
"yayy thank youu",1,2
"rt drew this man is fucking scum",1,2
"rt deleting old clips has at least given me the chance to relive some old memories i am not sure if this one is a a gre…",1,2
"after weeks of multiple health screens and asking everyone to quarantine i surprised my closest inner circle wit…",0,2
"they’re all dms",1,2
"facts",0,2
"rt usaf b b pyro departed andersen afb guam heading northwest towards the exercise keen sword area final destination i…",1,2
"i mean <u+f><u+ff><u+f><u+><u+fef><u+><u+fef><u+><u+fef><u+><u+fef>",1,2
"saturday",1,2
"rt best friends forever",1,2
"h o m e s o o n <u+fd><u+fd><u+fd>",1,2
"lindin",0,2
"media that is your view ?",1,2
" had for lunch and could go for some greek salad and double pepperoni for dinner",1,2
"rt brings me back to who paid off kavanaughs debts and how kennedys son in law worked at deutsche bank hmm <u+f>",1,2
"rt breaking news ""a federal judge in south carolina ruled tuesday that the state can’t reject absentee ballots because of a s…",1,2
"thank you glad fir your friendship also <u+>",1,2
"said the biggest vote suppressor to take office in the white house mr change that never happened because citibank didnt want it",1,2
"rt im shocked shocked to find that sexism is going on in here",1,2
"time pm temp °f windchill °f winds ssw to mph dewpoint °f humidity pct rain …",0,2
"why not just drop it off at a ballot drop box?",1,2
"whats your favorite book? — the necronomicon",0,2
"you mean in shooting at harmless protesters ok oh you will soon be out of there shortly",1,2
"rt taylorswift is the first and only artist in history to debut at on both the billboard and billboard hot simult…",1,2
"u too <u+>",1,2
" vent my old art used to be so much better i hate it here my talent literally disappeared alongside my enjoyment of making art ughhh",0,2
"rt remember when yoongi smirked then started pointing at the camera???",1,2
"rt we need around k sales to stay in top on hot so if you cani know i ask a lotso just if you can please continue…",1,2
"rt my response to the supreme court’s shamefully undemocratic wisconsin ruling drop off your ballot today make this a landslid…",1,2
"crying",1,2
"i cant take another four or more years of this insanity all of this has to end we need a sea change",0,2
"rt i think that twitter needs to realize that the average american makes $ to $ a year",1,2
"i stand toes down on this<u+c><u+fef>",0,2
"rt me watching the person who killed me in among us say it wasn’t them",1,2
"rt <u+f> new console giveaway <u+f> enter to win a ps or xbox series x and more <u+f> …",1,2
"how about hosting a food distribution for several hundred food insecure families equivalent to the a…",1,2
"all seniors ran course prs today including kaitlyn with a big performance to finish rd overall and be the difference maker in the meet",0,2
"rt any finger that retweets this will receive good news tomorrow <u+fa>",1,2
"rt how he got extremely shy with his red ears ohmygoshshsh this is the mew suppasit privilege i see <u+fd><u+fa> entmxgulf",1,2
"i’ve always said that i think “ women” is a horror movie sofinding other people who agree is very very comforting lol",0,2
"rt okay but im seriously so happy were getting closer and closer to enhypens debut after watching them fight so hard for…",1,2
"my shits imported <u+f> dw about me",1,2
"rt rt if you’ve never had an abortion but support a woman’s choice to have an abortion",1,2
"rt and ’s ""bet you wanna"" will officially impact us pop radio on november as blackpinks next single…",1,2
"he is so helpful <u+f>",1,2
"clubs lol",1,2
"rt <u+a><u+fef> this will be s au and prompt account she will post her poems prompts and future aus here if you are unc…",1,2
